Id,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
2864,monke,Recommended,5,63.2,14-10-2024
2865,reach bossget kill alotbeat bosswalkrepeat,Recommended,40,7.0,14-10-2024
2866,monke stronk monke beat stick,Recommended,30,10.7,14-10-2024
2867,follow black myth wukong since announcement game id top wishlist purchase game start first time didnt take long get hook visuals combat weapon design functionality ability craft armour unique ability cater whatever playstyle choose ability completely respec character try new build challenge bos fight push limit ive play 90 hour game didnt stop unlocked every achievement id problem go back play game multiple time throughblack myth wukong introduction soulslike genre dont think could pick well game,Recommended,657,93.9,14-10-2024
2868,bestttttttttttttttttttttttttttttttttttt gameeeeeeeeeeeeeeeeeeeeee,Recommended,70,51.9,14-10-2024
2869,insane,Recommended,6,129.2,14-10-2024
2870,reject humanityembrace monke,Recommended,26,11.8,14-10-2024
2871,best,Recommended,4,38.0,14-10-2024
2872,bad,Recommended,6,105.9,14-10-2024
2873,awesome bit frustrate start becomes easier progress,Recommended,65,163.9,14-10-2024
2874,product receive freerocking,Recommended,35,187.8,14-10-2024
2875,siuuuuuuuuuuuuuuuuuu,Recommended,20,82.3,14-10-2024
2876,best action pack game year,Recommended,30,57.0,14-10-2024
2877,amaze graphic action pack fight,Recommended,37,86.6,14-10-2024
2878,tremendous much bigger game expect anecdote fable like story top knotch challenge gameplay difficulty option youre struggle raise skill level minimap oddly really work im lose time feel back old day remember place connect actually quite breakaway normal convention dont put though seem work,Recommended,385,132.5,14-10-2024
2879,dope,Recommended,4,106.2,14-10-2024
2880,fun,Recommended,4,42.2,14-10-2024
2881,throughout heaven earth alone monke one,Recommended,45,49.0,14-10-2024
2882,best game 2024 graphic storyline myth nice rich,Recommended,58,74.6,14-10-2024
2883,great game long time,Recommended,21,70.9,14-10-2024
2884,game astonish really didnt think would look good,Recommended,58,67.7,14-10-2024
2885,good game cant wait dlc,Recommended,23,106.7,14-10-2024
2886,monkey staff mmmmmm,Recommended,19,63.1,14-10-2024
2887,goty,Recommended,4,184.3,14-10-2024
2888,combat simple satisfying depth term play similar sekiro due good hitboxes eg jump enemy attack middle animation artisitic direction 10/10 beautiful setpieces custom animation art bug encounter although one prevent complete quest kind game pick drop whim get right back flow thing badass enemy design varietyoverall 10/10 complaint,Recommended,424,43.0,14-10-2024
2889,absolutely amaze well worth play,Recommended,32,51.7,14-10-2024
2890,good game hope next dlc like,Recommended,34,216.0,14-10-2024
2891,good game,Recommended,9,11.8,14-10-2024
2892,poop,Recommended,4,150.0,14-10-2024
2893,god war like,Recommended,12,46.8,14-10-2024
2894,game really good plot although inspiration game come novel journey west dont know anything know sun wukong many game yeah 10/10 point,Recommended,183,3.5,14-10-2024
2895,great visuals storytelling gameplay game nice balance challenge combat enticing reward,Recommended,97,45.9,14-10-2024
2896,really buggy get pass super fun story deep amazing say game bug could really make break person want play game 75 10 bug hopefully patch dlc come,Recommended,223,100.7,14-10-2024
2897,still run perfectly fine gtx 1650 low set thought soul likegame play 2 hour game similiar gameplay like god war soul game realy like story gameplay mechanic,Recommended,204,11.5,14-10-2024
2898,graphic monke beautiful good decent bad dont look long msdos gameplay monke good gameplay mehh watch paint dry instead dont audio eargasm good good bad bad im deaf audience monke monke monke monke pc requirement check run paint potato decent fast monke ask nasa spare computer game size floppy disk old fashion workable big monke want entire hard drive hold need invest black hole hold data difficulty press w easy easy learn / hard master significant brain usage monke dark soul grind nothing grind u care leaderboards/ranks monke average grind level much grind youll need second life grind story story lore average good lovely monke game time long enough cup coffee short average monke infinity beyond price free monke sale u spare money leave recommend could also burn money bug monke minor bug get annoying ark survival evolve game big terrarium bug monke / 10 1 2 3 4 5 6 7 8 9 10goty,Recommended,1124,17.3,14-10-2024
2899,fantastic game cant recommend highly enough,Recommended,44,18.9,14-10-2024
2900,monkey stick happiness,Recommended,22,74.9,14-10-2024
2901,really good,Recommended,11,45.3,14-10-2024
2902,product receive freeit challenging well worth playthrough 100 would definitely pick game havent already,Recommended,122,63.0,14-10-2024
2903,love game much,Recommended,27,53.4,14-10-2024
2904,expensive game ever buy one word say worth,Recommended,56,59.7,14-10-2024
2905,hard fun,Recommended,12,14.2,14-10-2024
2906,monke,Recommended,5,45.2,14-10-2024
2907,groundbreaking chinese game,Recommended,32,93.6,14-10-2024
2908,aiight yall 1 far chapter 23 like experience sum bad glitch severe frame drop even lowest setting game become enjoyable honestly playstation xbox best way play time write steam fix lord know long datll takeokay 2nd review afta find mod otha program thing actually make game much playable even afta chapter 23 solid stable 30fps fully recommend game steam deck,Recommended,474,165.8,14-10-2024
2909,product receive freemonkey see monkey,Recommended,39,11.8,14-10-2024
2910,lose hope humanity doesnt get gotyreturn monke,Recommended,59,15.8,14-10-2024
2911,mean goodwhy notgo monkey claim back throne,Recommended,53,107.3,14-10-2024
2912,super fun way mod blast kickin as,Recommended,48,37.6,14-10-2024
2913,monkey chain monkey fist monkey,Recommended,39,73.8,14-10-2024
2914,despite invisible wall bug nice game play 2024 especially art story incredibly good,Recommended,101,113.4,14-10-2024
2915,best arpg ive play farphenomenal graphic game play design bring journey west great classical novel chinese mythology live experience,Recommended,160,125.3,14-10-2024
2916,product receive freestarted well get bad quickly soul like indeed dont get confuse marketing many people say youre planning buy game dont like soul level hardship unfairness rageinducing gimmick maybe redirect budget something elsehave become gamer doesnt find endless trial error grind massive bos healthbar 10 entire minute fun anyone else feel much rewarded beat bos one two attempt engaging focus fair fight force play well use mechanic game offer doesnt force learn bos pattern heart endless repetition dozen unfair death finally beat finally luckchapter 1 perfect describe enjoy lot difficulty well balance fight engage challenge fun without ever get frustrate chapter 2 suddenly become proper soul like massive difficulty spike boss endless health bar barely take damage endless combo destroy camera issue become enemy enemy himselfi halfway chapter 3 get pagoda prison bos thats uninstalled game beat stupid massive dragon totally random way fight purely random go annoying level design ever prison another huge annoying bos almost invulnerable health bar thanksmoreover exploration get damn confuse chapter 2 lot rageinducing element copypasted dark soul randomly introduce make even worse environment impressive chapter 2 red rock everywhere chapter 3 snow everywhere exclude prison thats awfully confuse navigate definitely fun exploreeverything get repetitive frustrating infuriating uninteresting quickly real shame combat system fun use fair fight design enemy really inspire general atmosphere chinese mithology fascinate enough game need fun first place one stop le 20 lengthi feel like software ruin action genre every action game nowadays borrow worst soulslike element follow damn trend im sooo sick itps market product receive free get free code nvidia graphic card didnt receive product software house directly,Not Recommended,2339,18.2,14-10-2024
2917,one best game ever witcher 3 opinion,Recommended,45,92.1,14-10-2024
2918,game good good graphic good story good mechanic highly recommend,Recommended,71,35.5,14-10-2024
2919,exceptional visuals gameplay bos design mythologygoty,Recommended,55,72.5,14-10-2024
2920,best game time,Recommended,17,151.0,14-10-2024
2921,personal game year game play 10/10 super cool learn story journey west id highly recommend remotely action game challenge punish,Recommended,180,46.1,14-10-2024
2922,great game,Recommended,10,78.4,14-10-2024
2923,goty,Recommended,4,21.0,14-10-2024
2924,fazia um bom tempo que eu não jogava um jogo que fazia pensar nele por 24hrso jogo é lindo cada cenário passando pelas estações tempo cenários secretos historias de capítulos que tem sua conclusão em sidequest carinho que o devs colocaram na conclusões de cada cenário é de bater palmas você fica incrédulo de tão bom que é jogar e saber mais sobre coisas mundofinalizei jogo sem ser humilhado petrificar e pegar meu porongo mas ng e ng fui humilhado e sempre ficava com sorriso rosto erlang foi bos que eu mais morri fiquei frustrado ma consegui passar capitulo 4 para mim é mais lindo e aquela historia é beijo chefplatinar esse jogo não foi cansativo foi divertido deveria ter platinado ng sou curioso e ficava vasculhando o locais quando terminei primeira run faltou 10 conquistas ng por burrice minha esqueci de pegar um bau importante ma mesmo assim ng é onde fica com mais dano o mob e começa ser desafiador de novo e fui aventurar mais uma vez e platinei sinto que não tem mais nada vazio vou ter que tocar na gramacomo um um amigo aqui da steam falouvaleu cada centavoenglishits long time since play game make think 24 hoursthe game beautiful scenario go season time secret scenario chapter story end sidequests care devs put conclusion scenario applauseworthy youre disbelief good play learn thing worldi finish game without humiliate petrified take gourd ng ng humiliate always smile face erlang bos die frustrate manage get chapter 4 beautiful story chef kissplatinuming game wasnt tire fun platinumed ng im curious keep search place finish first run 10 achievement leave ng stupid forget get important chest even ng mob deal damage start challenge go adventure platinumed feel like there nothing leave empty touch grassas friend steam saidit worth every penny,Recommended,1979,132.5,14-10-2024
