,ReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
4409,"Enjoyed this game quite a lot and would recommend, although at times it would really grind my gears. I've played maybe 2 hours of a souls/souls-like game before, and although many say its not similar to those games, I'd say the premise is sorta there in terms of the boss fights. This game I'd say is great as an intro to those sort of games, now I've completed this I will go on to play those games!Some things that really annoyed me at times were:- The combat can at times feel janky; especially the dodging and item using. Sometimes it just wouldn't happen after numerous attempts. Some bosses had really dumb hit boxes or lack thereof.- I think I used the Thrust stance once throughout the whole game, and Pillar was only used once I gained a certain weapon that utilises that stance. If not for that, I'd have used Smash stance solely, the other 2 just didn't appeal too much to bother using them.- Mouth flaps are not synced for dubbed versions, small issue but annoying. And I don't get why the main character has no dialogue whatsoever, even just one or two lines here and there would suffice. Hard to make any connection with the character for this reason.- Some side quests and secrets and the odd main story objectives were just too obscure to complete without having to search a guide online. I really hate having to resort to this ♥♥♥♥, I'm not Sherlock Holmes.- Some bosses are unavailable once you get to certain points in the game, some of these are optional ones you might not come across. I completed the main game and wanted to go back and defeat any bosses I'd missed. Unfortunately this again resorted to online guides for locations, I got to one and there was no boss. I found out later that you had to defeat it before getting to a certain point. Why is this even a thing, it's for a very few number of them throughout the game and there's just no reason for it. I immediately uninstalled at this point because 100% completion was made unattainable.- I'm running a fairly decent rig with a Ryzen 9 5900X & 3080 yet I was getting on average 40-60 FPS with recommended settings. And I've definitely played better looking games in the past with much higher FPS e.g. RDR2. It was playable after making some setting changes and still looked pretty but in some areas I suffered with lower than ideal FPS, poor optimisation I imagine?It's easy to point out the bad things, but I would still recommend this game 100% if you want a linear combat focused game with a multitude of bosses, some with a considerable challenge to overcome!",Recommended,2089,55.7 hrs on record,Posted: October 7
4410,AWESOME!!!!Must Have if you like action combat RPG games mixed in with souls like boss challenges. Some of these bosses will really make you work for it! Game is a beast.,Recommended,140,42.5 hrs on record,Posted: October 7
4411,♥♥♥♥ dope!,Recommended,9,66.9 hrs on record,Posted: October 7
4412,its p dope,Recommended,8,107.1 hrs on record,Posted: October 7
4413,Product received for freei love it my favorite game for 2024 it captures a lot of different game play styles,Recommended,89,129.5 hrs on record,Posted: October 7
4414,this game 10 out of 10,Recommended,17,77.3 hrs on record,Posted: October 7
4415,Monkey,Recommended,6,36.2 hrs on record,Posted: October 7
4416,.,Recommended,1,119.0 hrs on record,Posted: October 7
4417,monke,Recommended,5,16.9 hrs on record,Posted: October 7
4418,This is a great game,Recommended,16,32.4 hrs on record,Posted: October 7
4419,Fantastic game. Very recommended,Recommended,29,61.7 hrs on record,Posted: October 7
4420,I love you Game Science. it was worth my time. please make more games like this,Recommended,64,80.3 hrs on record,Posted: October 7
4421,op game!!,Recommended,8,121.9 hrs on record,Posted: October 7
4422,This game was overall fantastic. I highly recommend trying ti out.,Recommended,56,51.0 hrs on record,Posted: October 7
4423,"Beautiful, Great Challenging Gameplay, deep story",Recommended,44,20.2 hrs on record,Posted: October 7
4424,Amazing,Recommended,7,59.1 hrs on record,Posted: October 7
4425,this game is this best,Recommended,18,6.8 hrs on record,Posted: October 7
4426,noice,Recommended,5,53.0 hrs on record,Posted: October 7
4427,Great game. Haven't this much fun in a long time,Recommended,39,114.9 hrs on record,Posted: October 7
4428,fun monke game,Recommended,12,34.6 hrs on record,Posted: October 7
4429,"Product refundedDefinitely going against the grain here, but this game was all hype and no substance. I lost all interest very quickly in the game. The mechanics are repetative and clunky. Its a poor performing game but it looks pretty. The epitome of lipstick on a pig.",Not Recommended,224,0.8 hrs on record,Posted: October 7
4430,Act 3 crashes constantly. Cant even get out of the cave,Not Recommended,45,17.3 hrs on record,Posted: October 7
4431,"Awesome game, though if you feel it getting tedious, take breaks.Stick with it, and you will not be disappointed.",Recommended,95,67.2 hrs on record,Posted: October 7
4432,Not playable - 10/6/25. Crashes on Low settings after 5 min of game play. RTX 3080. I really want to play this game tho!,Recommended,97,2.1 hrs on record,Posted: October 7
4433,I enjoyed this game so much more than i thought i would. I run a gtx 1080 ti 8gb and i still had 50-60 fps on medium graphics.,Recommended,99,100.4 hrs on record,Posted: October 7
4434,"very fun game, it speaks for itself",Recommended,29,123.8 hrs on record,Posted: October 7
4435,Great Game,Recommended,9,76.9 hrs on record,Posted: October 7
4436,worth the buy,Recommended,11,73.4 hrs on record,Posted: October 7
4437,"monkey go to prison for walking in the wrong neighbourhood, 10/10 for historical accuracy",Recommended,76,63.4 hrs on record,Posted: October 7
4438,Best souls like in awhile. though I was there was a mini map.,Recommended,49,41.0 hrs on record,Posted: October 7
4439,"Fresh take on soulslike genre. Definitely has its rough edges but I would recommend this to anyone who enjoys a good story. Combat has some really interesting and stylish mechanics that are a refreshing break from the roll-poke combat cycle. Cutscenes are remarkable, Soundtrack is amazing too.I appreciate the historical accuracy and creative liberty taken within the story it is based on. This was obviously a labor of love and I hope to see more from this studio. What Wukong lacks in polish it makes up for in charm and creativity. 10/10",Recommended,450,81.2 hrs on record,Posted: October 7
4440,good,Recommended,4,28.0 hrs on record,Posted: October 7
4441,GOTY… after a long time this game made me feel like I want to complete it 100%..New game+ here I come.. :),Recommended,85,86.2 hrs on record,Posted: October 7
4442,Love it. Funny Monkey.,Recommended,19,23.8 hrs on record,Posted: October 7
4443,I like it.,Recommended,8,54.1 hrs on record,Posted: October 7
4444,Goated game.,Recommended,11,4.7 hrs on record,Posted: October 7
4445,"Not as hard as Eldin Ring and a fair bit more on rails, but still quite a bit of fun.",Recommended,66,14.6 hrs on record,Posted: October 7
4446,monkey make staff long and hit bad guys,Recommended,32,60.4 hrs on record,Posted: October 7
4447,QUITE hard but good graphics,Recommended,24,87.4 hrs on record,Posted: October 7
4448,W game,Recommended,5,113.0 hrs on record,Posted: October 7
4449,"Just completed the game (first cycle). It was an awesome journey and an incredible experience—definitely worth the purchase. It was a bit hard in the beginning, but once you get the hang of it, you'll really enjoy it. And what a storyline! Journey to the West and Sun Wukong. I'm already feeling an emptiness in my heart. Waiting for the DLC and the next Black Myth! <3",Recommended,303,86.2 hrs on record,Posted: October 7
4450,Fantastic game! An incredible grind as well. Some things are really annoying but over all i love the game. Just got all the achievements as well,Recommended,119,158.8 hrs on record,Posted: October 7
4451,One of the best games i've ever played,Recommended,31,72.1 hrs on record,Posted: October 7
4452,Game of 2024!!!,Recommended,13,132.9 hrs on record,Posted: October 7
4453,Very fun game once you get the hang of it,Recommended,32,50.7 hrs on record,Posted: October 7
4454,Best game ever,Recommended,12,71.6 hrs on record,Posted: October 7
4455,My childhood comes back to me in probably the most beautiful and fitting way I could have imagined,Recommended,81,88.7 hrs on record,Posted: October 7
4456,g0ood,Recommended,5,101.7 hrs on record,Posted: October 7
4457,Game of the Year.,Recommended,14,47.1 hrs on record,Posted: October 7
4458,monke,Recommended,5,14.3 hrs on record,Posted: October 7
4459,"This game almost made me quit at chapter 2. The start felt like i had a color. Could not do anything with my powers and attacks. When i found the hidden areas, everything changed. This game is worth playing, its hard but fair. One boss had me stuck for 4 days but i got good son.Amazing story music and combat. Game feels more like God of War with the re-spawning of Dark Souls. 100% should get game of the year.",Recommended,333,71.8 hrs on record,Posted: October 7
4460,"Black Myth: Wukong really is a masterpiece.The difficulty is pretty high, one could definitely draw some parallels to soulslike games, even though this game is unique and different enough to be a gem in it's very own niche. Some bosses are really hard or require an unusual approach, but most bosses are fair and well balanced. Enemies in the normal areas are sometimes challenging, but quite easy compared to heavier encounters like Mini-Bosses.Navigating the world can sometimes be frustrating since you have no compass or map. I absolutely recommend using a guide, ideally just before the final boss of a given story act. You really don't want to miss all the secret areas, bosses and items - and there's no way you'll find it yourself without any kind of hint or guide. Having a game with such a flair of mystery and mythology comes at the cost of being cryptic at certain points. But it creates a fantastic atmosphere.The art design is simply phenomenal, just look at the trailers and preview images. Insane.The world is fascinating and very beautifully designed - path's are linear for the most part, but there are more open elements as well. The story can sometimes be cryptic as well, but it's capturing and lovely. There are many mythological (or mythologically inspired) background stories about each enemy and character, which are worth investing the time to read them. Gameplay elements like spirits, spells, transformations, being able to rearrange your skill points at any check point, having herbs for your potions in your garden etc. are great additions and open up a lot of different playstyles and strategies.I finished Wukong after ~75h after a very challenging and epic finale - NG+ will have to wait, but I'll definitely revisit this insanely crafted world. One of the best games I've ever played, absolute recommendation!tl;dr: B E C O M E M O N K E Y",Recommended,1556,76.7 hrs on record,Posted: October 7
